"bathrooms","bedrooms","created","description","display_address","latitude","longitude","price","street_address","interest_level","elevator","cats_allowed","hardwood_floors","dogs_allowed","doorman","dishwasher","no_fee","laundry_in_building","fitness_center","pre-war","laundry_in_unit","roof_deck","outdoor_space","dining_room","high_speed_internet","balcony","swimming_pool","new_construction","terrace","exclusive","loft","garden_patio","wheelchair_access","common_outdoor_space"
1.,0,"DateObject[{2016, 4, 4, 11, 58, 32}, ""Instant"", ""Gregorian"", -7.]","NO-Fee Studio in well maintained Madison Avenue elevator building. Extra high ceilings, excellent storage space & fully equipped kitchen with stainless steel appliances and Caesar Stone counters. 

This apartment is amazing given the price and location! Amenities at True North NoMad include live-in super, package room, elevator, laundry & free high speed WiFi. Lessees also receive a generously discounted membership to New York Health & Racquet Club.

Ask me about this and other NO-FEE units from SoHo, Union Square, Chelsea, up to Midtown and Uptown. Same day showings not a problem!

Photos are of a similar unit in the building.
","",40.7443,-73.9859,3125,"80 Madison Avenue","low",1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.,1,"DateObject[{2016, 4, 6, 7, 20, 21}, ""Instant"", ""Gregorian"", -7.]","__________________________________________________________________________________________________ LARGE BRIGHT 1 BR  WITH TONS OF CHARACTER. AMAZING VIEW FROM PRIVATE BALCONY. HARDWOOD FLOORING THROUGHOUT. FULLY FITTED KITCHEN WITH STAINLESS STEEL APPLIANCES, BLACK GRANITE COUNTERTOPS AND ALDER WOODEN CABINETS. MODERN WHITE/BLACK TILED BATHROOM. FRESH LOOK AND MODERN. MUST VIEW NOW !! 1**THIS IS A LOW FEE UNIT**__________________________________________________________________________________________________<br /><br />Situated in prime time New York City, mins from Grand Central, surrounded by supermarkets, convenience stores & restaurants. live in super. elevator. laundry.__________________________________________________________________________________________________<br /><br /><br /><br />For the fastest response, text Nate - 569-529-0552 or email kagglemanager@renthop.com-----note: the pics and price are from the default model apartment and may differ from the actual unit available.<p><a  website_redacted","E 36th St",40.7462,-73.9757,2695,"236 E 36th St","medium",1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.,2,"DateObject[{2016, 4, 5, 21, 47, 11}, ""Instant"", ""Gregorian"", -7.]","PRIME Fort Greene! ~~ Elevator / Laundry! ~~ X-LARGE Layout!","Washington Ave",40.6905,-73.9668,3000,"266 Washington Ave","medium",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 6, 16, 7, 4, 21}, ""Instant"", ""Gregorian"", -7.]","This Spacious TRUE TWO BEDROOM apartment with city views is available unfurnished and comes with a high performance kitchen features custom Italian cabinetry, porcelain tile floor, and stainless steel appliances; the bathroom has a marble counter-top, deep bathtub. Individually controlled heating and cooling units, closets space, and wrapped large windows. This spectacular unit has it all: fantastic closet and storage space, hardwood flooring.THE BUILDING: Offers a spectacular list of amenities (included in your rent) which feature: 24-hr doorman and concierge; state-of-the-art equipment in a full-scale gym; lounge/party room; billiard and ping-pong tables; a fully landscaped Rooftop with sensational views; complete with dining tables, and lounge chairs, all for relaxation and entertaining.THE NEIGHBORHOOD: This building puts the best of the city at your doorstep; supermarkets, tons of restaurants, also few blocks from east river, the New York Stock Exchange on Wall Street, the W Hotel downtown. Whole Foods a 3-Minute Walk Away! Transportation 1/4/5/R/A/C/J/Z subway station, offering a quick easy access to the rest of the city.Best way to reach me is probably by email kagglemanager@renthop.com Or you can text me at (991-870-3267. call times are a bit limited, but feel free to text me!<br /><br /><br /><br /><br /><br /><p><a  website_redacted","Gold Street",40.7087,-74.0058,3995,"40 Gold Street","low",1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.,3,"DateObject[{2016, 4, 12, 3, 9, 20}, ""Instant"", ""Gregorian"", -7.]","This enormous 3 bedroom apartment features an eat-in kitchen with stainless steel appliances and tons of cabinet space, a large living room, queen-sized bedrooms, renovated bathroom with soaking tub, and hardwood floors throughout. Price.is net effective after 1 month free on a 15 month lease Located in the LES, close to the FM & JZ trains, Whole Foods, Essex Street Market, Hamilton Fish Park, East River Promenade, and area favorites like Beauty & Essex, Katz?s Deli, and Clinton Baking Street Company Love this apartment? Great! Call/Text/Email me today for your private showing!<br /><br /><br /><br /><br /><br /><br /><br />-------------Listing courtesy of Miron Properties. All material herein is intended for information purposes only and has been compiled from sources deemed reliable. Though information is believed to be correct, it is presented subject to errors, omissions, changes or withdrawal without notice.  Miron Properties is a licensed Real Estate Broker.  www.MironProperties.com<p><a  website_redacted","Ridge Street",40.7187,-73.9831,4725,"106 Ridge Street","low",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2.,4,"DateObject[{2016, 4, 5, 2, 52, 32}, ""Instant"", ""Gregorian"", -7.]","Gorgeous luxury 24 hour doorman building with indoor roof top swimming pool, fitness center, live in super, resident lounge, laundry room and storage room. Steps to major transportation, fine dining and shopping.<br /><br />Expensive flex 3 bed with 1.5 bath rooms apartment with 2 bathrooms, hard room flooring, high ceilings and over sized windows. Stainless steel kitchen includes microwave and washer dryer. Custom marble bathrooms with large vanities.<br /><br />For an immediate viewing contact kagglemanager@renthop.com or 501-606-3449<br /><br /><p><a  website_redacted","E 40 St.",40.7489,-73.9732,5800,"245 E 40 St.","low",1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 11, 2, 50, 51}, ""Instant"", ""Gregorian"", -7.]","This charming 1 Bed is nestled in the heart of vibrant West Village. Steps from amazing restaurants (The Spotted Pig, Barbuto, etc.), cafes, and NYC?s Meat-Packing District hotspots, as well as the eclectic West 4th St./Washington Sq. nightlife scene. Close to major transportation and Citi Bike stations.<br /><br />Apartment Features: - True Queen-sized Bedroom with Ample Closet Space - New Kitchen with SS Appliances, Dishwasher, and Washer/Dryer (in unit) - Newly Reno'd Bath - Living Room with Custom Built-ins<br /><br />Call/txt or email Christopher and/or Adam to schedule your viewing today. C: (Christopher) 735-787-6583 // (Adam) 735-787-6583 E: kagglemanager@renthop.com // kagglemanager@renthop.com<br /><br /><p><a  website_redacted","Christopher Street",40.7331,-74.0055,3795,"118 Christopher Street","medium",0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 21, 1, 36, 30}, ""Instant"", ""Gregorian"", -7.]","A sunny, charming, modern 2 bedroom in the E. Village. This apartment features exposed brick, french doors, Full-sized bedrooms, natural hardwood floors, a modern kitchen with stainless steel appliances and great natural light throughout. This gorgeous renovated building has beautifully restored pre-war detail, surrounded by the hottest restaurants and bars, and is closest to the L train.","East 13th Street",40.7299,-73.9819,3695,"432 East 13th Street","low",0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 30, 2, 31, 31}, ""Instant"", ""Gregorian"", -7.]","Stunning Luxury building @ Prime 20?s  . 24/hrs Doorman , roof deck with gorgeous view and laundry facilities. Within close vicinity of shops, restaurant , transportation and entertainment.Amazing bright style 2 bedroom apt with newly renovated interior; granite kitchen with breakfast bar, marble bath , oak hard wood floor and ample storage space. huge living area and dining area .<br /><br />Please don't hesitate to contact me for any questions or schedule an appointment.<br /><br />Levi  Adir(300-201-9971(300-201-9971I cover all No Fee /Fee Rentals in the Area. Don?t break your head searching online and getting frustrated. Don?t hesitate to contact me with any Questions in regards to your Apartment Search!!!<br /><br /><p><a  website_redacted","E 29 St.",40.7405,-73.9767,3100,"340 E 29 St.","low",1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0
2.,3,"DateObject[{2016, 4, 21, 2, 44, 36}, ""Instant"", ""Gregorian"", -7.]","Unbeatable location in this Murray Hill Flex 3 Bedroom! Featuring dark stained hardwood flooring, bright Eastern exposure, private balcony, King sized + bedroom, brand new kitchen with a dishwasher!  *Walls must be at least 12 inches from the ceiling*<br /><br />Building features a 24/7 doorman, elevator, laundry, furnished roof deck and discounted gym membership! Located just steps from the 33rd Street 6 Train!<br /><br />Contact Zack at anytime either by phone, text or email for more information or to schedule a viewing. 450-583-7583 kagglemanager@renthop.com<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted","Lexington Ave.",40.7449,-73.9812,6150,"184 Lexington Ave.","low",1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 21, 17, 48, 4}, ""Instant"", ""Gregorian"", -7.]","Rare find.

Large Duplex / Triplex 1 bdrm on E 87th Street and First.","East 87th Street and First Ave",40.7775,-73.9483,2550,"403 E 87th Street","medium",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 30, 1, 26, 58}, ""Instant"", ""Gregorian"", -7.]","**RENOVATED Building and Apartment Renovation**ELEVATOR/LAUNDRY! STEPS to Columbia! Extra Large one bedroom, completely gut renovated. Elevator building with a laundry room and an on-site super. Close to major transportation, restaurants, shops and markets. The apartment features: Large renovated living room, gorgeous brand new open kitchen with granite counter tops and STAINLESS appliances including a dishwasher, Brand new renovated bathroom, ample closetspace, oversized window, and polished hardwood floors. Steps to Broadway and W. 103rd St. 1 train stop.To view this apartment or any other please contact me anytime via cell or email. I am extremely dedicated to finding you the right home.","West 100th Street",40.7974,-73.9706,2700,"250 West 100th Street","low",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 20, 6, 42, 38}, ""Instant"", ""Gregorian"", -7.]","NO FEE_ULTRA LUXURY_WHITE GLOVE BUILDING_LARGE HOME_POOL_GYM_ROOF DECK_LEED CERTIFIED
Large One Bedroom Apartment with room for Dinning, Living and Home Office Area in the Living Room. This Bright, Quiet and Sunny Home features: ? Nine-Foot-High Ceilings ? Granite Floors ? Floor-to-Celling Windows ? Lots of Natural Light ? Ample Closet Space ? Marble Bath ? Modern Kitchen ? Granite Countertops ? GE Caf? Professional Series ? Energy Star Appliances ? Washer/Dryer GE ? Private Intercom System

The Spacious Apartment is located in a Luxury Doorman Building with White Glove Service and Innumerable amount of Amenities: ? High Speed Passenger Elevators ? State-of-Art Fitness Center ? 50-Foot Lap Swimming Pool ? Circular Stone Whirlpool Spa ? Sundeck ? Sauna ? Yoga Studio ? Garden ? Children?s Playroom ? Lounge ? Screening Room with Theater-Style seating ? Library and Conference room ? Attended 24- hour Indoor Garage ? Valet ? Maid Service

Your New Home is at Prime Midtown West location within walking distance of Penn Station, buses and subway lines going in every direction. It?s also conveniently close to the Lincoln Tunnel, Madison Square Garden, the Metropolitan Opera, Broadway theaters, Bryant Park, along with countless Bars, Restaurants and Boutique Stores.

For Viewing contact Mariana 400-785-0856 

**net effective price, limited time offer","MIDTOWN WEST",40.7518,-73.9849,3570,"66 West 38th Street","low",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.,1,"DateObject[{2016, 6, 29, 1, 58, 48}, ""Instant"", ""Gregorian"", -7.]","Spacious floor plans and sweeping waterfront views define these NO FEE apartments located in one of the finest locations on the Hudson River. Situated on Jersey Citys spectacular Hudson River Waterfront  directly across from Manhattan - the luxury residences at Newport offer fabulous amenities and unparalleled value.","31 River Court",40.727,-74.0308,2800,"31 River Court","low",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 2, 1, 31, 18}, ""Instant"", ""Gregorian"", -7.]","Beautifully renovated front facing 1 bedroom apartment features Southern exposure, hardwood floors, exposed brick, granite kitchen, stainless steel appliances, washer & dryer, and a dishwasher. Available for June 1st occupancy. Contact me to see the unit.","East 29th Street",40.7421,-73.9788,2995,"233 East 29th Street","low",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,0,"DateObject[{2016, 4, 22, 5, 21, 38}, ""Instant"", ""Gregorian"", -7.]","You can have it all with this sunny Upper East side building! Located at the beginning of the Upper Eastside the apartment is perfectly positioned for an easy commute anywhere in the city, equipped with several fantastic on-site amenities including a private rooftop overlooking the city, fitness center, playroom, bicycle room, garage and full-time concierge services. Great studio space, amazing views, modern finishes and a washer & dryer in the unit. The apartment features floor to ceiling windows and herringbone patterned floors throughout the space, custom closets, bathroom is nicely appointed, modern kitchen with top of the line Kitchen Aid appliances and granite counter-tops..<br /><br />To view feel free to call email Magaly 310-758-6977 kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted","East 60th Street",40.7603,-73.961,2500,"401 East 60th Street","low",1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.,2,"DateObject[{2016, 4, 27, 3, 52, 46}, ""Instant"", ""Gregorian"", -7.]","Live Upscale on the Upper west side of manhattan located close to the great Lincoln Center arts complex as well as the Museum of Natural History, Riverside Park and some of the best shopping at Columbus Circle. <br /><br />2Br 2 Ba Apartment boast modern interiors with stainless steel, energy star appliances, beautiful hardwood flooring, granite counter tops, and gorgeous custom cabinetry. Bathroom are dressed in lustrous tile and features oversize tubs. Huge windows that offers natural light and illuminate your home.<br />On site laundry, Bike storage playground located across the street. <br />In-Unit Washer and Dryer, some units has a Corner Balcony <br /><br />To schedule a tour today contact Asha Samuels At three four seven four seven one zero seven eight seven or at kagglemanager@renthop.com","West End Avenue",40.7752,-73.9887,5795,"101 West End Avenue","low",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 30, 4, 14, 25}, ""Instant"", ""Gregorian"", -7.]","You will immediately notice the two California-style closets on your left and right hand side that provide the apartment with efficient storage solutions. Proceed through the lengthy hallway/foyer and you will be led into the newly renovated, marble bath including a beautifully curated floating vanity. The fully equipped, pass-thru, gourmet kitchen features custom cabinetry, granite counter tops, and stainless steel appliances (including a dishwasher, refrigerator, stove top, microwave, and ventilation system).<br /><br />The living space is an effortless FLEX 2 bedroom conversion - living space, perfect for couples and roommate scenarios. Large windows that span the entire Southern wall flood the cherry hardwood floors throughout the unit with tons of natural light, creating a serene and peaceful living environment saturated with Vitamin D! (A source of nourishment fairly scarce in the Financial District).<br /><br />Situated on John St, you are surrounded by an endless amount of options in terms of fine dining, shopping, culture, and activities. South St Seaport is a short walk from your doorsteps. 55 Fulton Market is conveniently located one block to the North. NYC's Financial District and all its famous attractions are a five minute walk to the South-West. Transit options are also in abundance in the area. The primary hub is the newly renovated Fulton Street Station (operational 24 hours a day) where you can catch eight different train lines (including 2, 3, 4, 5, A, C, J, Z) and transfers are available to eight different BUS lines (including M5, X1, X3, X4, X17, X19, X2, X28).<br /><br />To schedule an immediate private showing for this and similar NO FEE units, contact John Vakalopoulos at (501-606-3449 or email me at kagglemanager@renthop.com<p><a  website_redacted","John Street",40.7081,-74.0065,3460,"100 John Street","low",1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
